Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
Y,BTZ,BlackRock Credit Allocation Income Trust,N, ,N,100.0,N,,BTZ,BTZ,N
Y,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),N, ,N,100.0,N,,BUD,BUD,N
Y,BUDA,"Buda Juice, Inc. Common Stock",A, ,N,100.0,N,,BUDA,BUDA,N
Y,BUI,"BlackRock Utility, Infrastructure & Power Opportunities Trust",N, ,N,100.0,N,,BUI,BUI,N
Y,BULL,Webull Corporation - Class A Ordinary Shares,Q,S,N,100.0,N,N,,BULL,N
Y,BULLW,Webull Corporation - Warrants,Q,S,N,100.0,N,N,,BULLW,N
Y,BUR,Burford Capital Limited Ordinary Shares,N, ,N,100.0,N,,BUR,BUR,N
Y,BURL,"Burlington Stores, Inc. Common Stock",N, ,N,40.0,N,,BURL,BURL,N
Y,BURU,"Nuburu, Inc. Common Stock",A, ,N,100.0,N,,BURU,BURU,N
Y,BUSE,First Busey Corporation - Common Stock,Q,Q,N,100.0,N,N,,BUSE,N
Y,BUSEP,"First Busey Corporation - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Series B Non-Cumulative Perpetual Preferred Stock, $0.001 par value",Q,Q,N,100.0,N,N,,BUSEP,N
Y,BUUU,BUUU Group Limited - Class A Ordinary Share,Q,S,N,100.0,N,N,,BUUU,N
Y,BV,"BrightView Holdings, Inc. Common Stock",N, ,N,100.0,N,,BV,BV,N
Y,BVC,BitVentures Limited - Ordinary Share,Q,S,N,100.0,N,N,,BVC,N
Y,BVFL,"BV Financial, Inc. - Common Stock",Q,S,N,100.0,N,N,,BVFL,N
Y,BVN,Buenaventura Mining Company Inc.,N, ,N,100.0,N,,BVN,BVN,N
Y,BVS,Bioventus Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,BVS,N
Y,BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",N, ,N,100.0,N,,BW,BW,N
Y,BWA,BorgWarner Inc. Common Stock,N, ,N,100.0,N,,BWA,BWA,N
Y,BWAY,BrainsWay Ltd. - American Depositary Shares,Q,G,N,100.0,N,N,,BWAY,N
Y,BWB,"Bridgewater Bancshares, Inc. - Common Stock",Q,S,N,100.0,N,N,,BWB,N
Y,BWBBP,"Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",Q,S,N,100.0,N,N,,BWBBP,N
Y,BWEN,"Broadwind, Inc. - Common Stock",Q,S,N,100.0,N,N,,BWEN,N
Y,BWFG,"Bankwell Financial Group, Inc. - Common Stock",Q,G,N,100.0,N,N,,BWFG,N
Y,BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,N, ,N,100.0,N,,BWG,BWG,N
Y,BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,BWIN,N
Y,BWIV,Blue Water Acquisition Corp. IV Class A Ordinary Shares,N, ,N,100.0,N,,BWIV,BWIV,N
Y,BWLP,BW LPG Limited Common Shares,N, ,N,100.0,N,,BWLP,BWLP,N
Y,BWMN,Bowman Consulting Group Ltd. - Common Stock,Q,G,N,100.0,N,N,,BWMN,N
Y,BWMX,"Betterware de Mexico, S.A.P.I. de C.V. Ordinary Shares",N, ,N,100.0,N,,BWMX,BWMX,N
Y,BWNB,"Babcock & Wilcox Enterprises, Inc. 6.50% Senior Notes due 2026",N, ,N,100.0,N,,BWNB,BWNB,N
Y,BWXT,"BWX Technologies, Inc. Common Stock",N, ,N,100.0,N,,BWXT,BWXT,N
Y,BX,Blackstone Inc. Common Stock,N, ,N,100.0,N,,BX,BX,N
Y,BXC,Bluelinx Holdings Inc. Common Stock,N, ,N,100.0,N,,BXC,BXC,N
Y,BXDC,Blackstone Digital Infrastructure Trust Inc. Common Stock,N, ,N,100.0,N,,BXDC,BXDC,N
Y,BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",N, ,N,100.0,N,,BXMT,BXMT,N
Y,BXP,"BXP, Inc. Common Stock",N, ,N,100.0,N,,BXP,BXP,N
Y,BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,BXSL,BXSL,N
Y,BY,"Byline Bancorp, Inc. Common Stock",N, ,N,100.0,N,,BY,BY,N
Y,BYAH,"Park Ha Biological Technology Co., Ltd. - Class A Ordinary Shares",Q,S,N,100.0,N,N,,BYAH,N
Y,BYD,Boyd Gaming Corporation Common Stock,N, ,N,100.0,N,,BYD,BYD,N
Y,BYFC,Broadway Financial Corporation - Class A Common Stock,Q,S,N,100.0,N,N,,BYFC,N
Y,BYND,"Beyond Meat, Inc. - Common stock",Q,Q,N,100.0,N,D,,BYND,N
Y,BYRN,"Byrna Technologies, Inc. - Common Stock",Q,S,N,100.0,N,N,,BYRN,N
Y,BYSI,"BeyondSpring, Inc. - Ordinary Shares",Q,S,N,100.0,N,N,,BYSI,N
Y,BZ,KANZHUN LIMITED - American Depository Shares,Q,Q,N,100.0,N,N,,BZ,N
Y,BZAI,"Blaize Holdings, Inc. - Common Stock",Q,G,N,100.0,N,N,,BZAI,N
Y,BZAIW,"Blaize Holdings, Inc. - Warrant",Q,S,N,100.0,N,N,,BZAIW,N
Y,BZFD,"BuzzFeed, Inc. - Class A Common Stock",Q,S,N,100.0,N,N,,BZFD,N
Y,BZFDW,"BuzzFeed, Inc. - Warrant",Q,S,N,100.0,N,N,,BZFDW,N
Y,BZH,"Beazer Homes USA, Inc. Common Stock",N, ,N,100.0,N,,BZH,BZH,N
Y,BZUN,Baozun Inc. - American Depositary Shares,Q,Q,N,100.0,N,N,,BZUN,N
Y,C,"Citigroup, Inc. Common Stock",N, ,N,100.0,N,,C,C,N
Y,CAAP,Corporacion America Airports SA Common Shares,N, ,N,100.0,N,,CAAP,CAAP,N
Y,CAAS,"China Automotive Systems, Inc. - Ordinary Share",Q,S,N,100.0,N,N,,CAAS,N
Y,CABA,"Cabaletta Bio, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CABA,N
Y,CABO,"Cable One, Inc. Common Stock",N, ,N,100.0,N,,CABO,CABO,N
Y,CABR,"Caring Brands, Inc. - Common Stock",Q,S,N,100.0,N,D,,CABR,N
Y,CAC,Camden National Corporation - Common Stock,Q,Q,N,100.0,N,N,,CAC,N
Y,CACC,Credit Acceptance Corporation - Common Stock,Q,Q,N,40.0,N,N,,CACC,N
Y,CACI,"CACI International, Inc. Class A Common Stock",N, ,N,40.0,N,,CACI,CACI,N
Y,CADL,"Candel Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,CADL,N
Y,CAE,CAE Inc. Ordinary Shares,N, ,N,100.0,N,,CAE,CAE,N
Y,CAES,"Cantor Equity Partners VII, Inc. - Class A Ordinary Shares",Q,G,N,100.0,N,N,,CAES,N
Y,CAF,Morgan Stanley China A Share Fund Inc. Common Stock,N, ,N,100.0,N,,CAF,CAF,N
Y,CAG,"ConAgra Brands, Inc. Common Stock",N, ,N,100.0,N,,CAG,CAG,N
Y,CAH,"Cardinal Health, Inc. Common Stock",N, ,N,100.0,N,,CAH,CAH,N
Y,CAI,"Caris Life Sciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CAI,N
Y,CAII,Collective Acquisition Corp. II - Class A Ordinary Shares,Q,G,N,100.0,N,N,,CAII,N
Y,CAIIU,Collective Acquisition Corp. II - Units,Q,G,N,100.0,N,N,,CAIIU,N
Y,CAKE,The Cheesecake Factory Incorporated - Common Stock,Q,Q,N,100.0,N,N,,CAKE,N
Y,CAL,"Caleres, Inc. Common Stock",N, ,N,100.0,N,,CAL,CAL,N
Y,CALC,"CalciMedica, Inc. - Common Stock",Q,S,N,100.0,N,D,,CALC,N
Y,CALM,"Cal-Maine Foods, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CALM,N
Y,CALX,"Calix, Inc Common Stock",N, ,N,100.0,N,,CALX,CALX,N
Y,CALY,Callaway Golf Company Common Stock,N, ,N,100.0,N,,CALY,CALY,N
Y,CAMP,CAMP4 Therapeutics Corporation - Common Stock,Q,G,N,100.0,N,N,,CAMP,N
Y,CAMT,Camtek Ltd. - Ordinary Shares,Q,G,N,100.0,N,N,,CAMT,N
Y,CAN,Canaan Inc. - American Depositary Shares,Q,S,N,100.0,N,D,,CAN,N
Y,CANF,"Can-Fite Biopharma Ltd American Depositary Shares, each representing two (2) Ordinary Shares",A, ,N,100.0,N,,CANF,CANF,N
Y,CANG,Cango Inc. Class A Ordinary Shares,N, ,N,100.0,N,,CANG,CANG,N
Y,CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,N, ,N,100.0,N,,CAPL,CAPL,N
Y,CAPN,Cayson Acquisition Corp - Ordinary Shares,Q,G,N,100.0,N,D,,CAPN,N
Y,CAPNR,Cayson Acquisition Corp - Right,Q,G,N,100.0,N,N,,CAPNR,N
Y,CAPNU,Cayson Acquisition Corp - Units,Q,G,N,100.0,N,N,,CAPNU,N
Y,CAPR,"Capricor Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CAPR,N
Y,CAPS,Capstone Holding Corp. - Common Stock,Q,S,N,100.0,N,D,,CAPS,N
Y,CAQ,Cambridge Acquisition Corp. - Class A Ordinary Shares,Q,G,N,100.0,N,N,,CAQ,N
Y,CAQUU,Cambridge Acquisition Corp. - Unit,Q,G,N,100.0,N,N,,CAQUU,N
Y,CAR,"Avis Budget Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CAR,N
Y,CARE,"Carter Bankshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CARE,N
Y,CARG,"CarGurus, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,CARG,N
Y,CARL,"Carlsmed, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CARL,N
Y,CARR,Carrier Global Corporation Common Stock ,N, ,N,100.0,N,,CARR,CARR,N
Y,CARS,Cars.com Inc. Common Stock ,N, ,N,100.0,N,,CARS,CARS,N
Y,CART,Maplebear Inc. - Common Stock,Q,Q,N,100.0,N,N,,CART,N
Y,CASH,"Pathward Financial, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CASH,N
Y,CASS,"Cass Information Systems, Inc - Common Stock",Q,Q,N,100.0,N,N,,CASS,N
Y,CAST,"FreeCast, Inc. - Class A common stock",Q,G,N,100.0,N,N,,CAST,N
Y,CASY,"Caseys General Stores, Inc. - Common Stock",Q,Q,N,40.0,N,N,,CASY,N
Y,CAT,"Caterpillar, Inc. Common Stock",N, ,N,40.0,N,,CAT,CAT,N
Y,CATO,Cato Corporation (The) Class A Common Stock,N, ,N,100.0,N,,CATO,CATO,N
Y,CATX,"Perspective Therapeutics, Inc. Common Stock",A, ,N,100.0,N,,CATX,CATX,N
Y,CATY,Cathay General Bancorp - Common Stock,Q,Q,N,100.0,N,N,,CATY,N
Y,CAVA,"CAVA Group, Inc. Common Stock",N, ,N,100.0,N,,CAVA,CAVA,N
Y,CB,Chubb Limited  Common Stock,N, ,N,40.0,N,,CB,CB,N
Y,CBAN,"Colony Bankcorp, Inc. Common Stock",N, ,N,100.0,N,,CBAN,CBAN,N
Y,CBAT,CBAK Energy Technology Limited - Ordinary Shares,Q,S,N,100.0,N,D,,CBAT,N
Y,CBC,"Central Bancompany, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,CBC,N
Y,CBFV,"CB Financial Services, Inc. - Common Stock",Q,G,N,100.0,N,N,,CBFV,N
Y,CBIO,"Crescent Biopharma, Inc. - Common Stock",Q,S,N,100.0,N,N,,CBIO,N
Y,CBK,"Commercial Bancgroup, Inc. - Common Stock",Q,S,N,100.0,N,N,,CBK,N
Y,CBL,"CBL & Associates Properties, Inc. Common Stock",N, ,N,100.0,N,,CBL,CBL,N
Y,CBLL,"CeriBell, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CBLL,N
Y,CBNA,"Chain Bridge Bancorp, Inc. Class A Common Stock",N, ,N,100.0,N,,CBNA,CBNA,N
Y,CBNK,"Capital Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CBNK,N
Y,CBOE,"Cboe Global Markets, Inc. Common Stock",Z, ,N,40.0,N,,CBOE,CBOE,N
Y,CBRE,CBRE Group Inc Common Stock Class A,N, ,N,100.0,N,,CBRE,CBRE,N
Y,CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CBRL,N
Y,CBRS,Cerebras Systems Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,CBRS,N
Y,CBSH,"Commerce Bancshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CBSH,N
Y,CBT,Cabot Corporation Common Stock,N, ,N,100.0,N,,CBT,CBT,N
Y,CBU,"Community Financial System, Inc. Common Stock",N, ,N,100.0,N,,CBU,CBU,N
Y,CBUS,"Cibus, Inc. - Class A Common Stock",Q,S,N,100.0,N,N,,CBUS,N
Y,CBZ,"CBIZ, Inc. Common Stock",N, ,N,100.0,N,,CBZ,CBZ,N
Y,CC,Chemours Company (The) Common Stock,N, ,N,100.0,N,,CC,CC,N
Y,CCAP,"Crescent Capital BDC, Inc. - Common Stock",Q,G,N,100.0,N,N,,CCAP,N
Y,CCAQ,Collective Acquisition Corp. - Class A ordinary shares,Q,G,N,100.0,N,N,,CCAQ,N
Y,CCAQU,Collective Acquisition Corp. - Units,Q,G,N,100.0,N,N,,CCAQU,N
Y,CCB,Coastal Financial Corporation - Common Stock,Q,Q,N,100.0,N,N,,CCB,N
Y,CCBG,Capital City Bank Group - Common Stock,Q,Q,N,100.0,N,N,,CCBG,N
Y,CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,Q,Q,N,100.0,N,N,,CCC,N
Y,CCCC,"C4 Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CCCC,N
Y,CCD,Calamos Dynamic Convertible & Income Fund - Closed End Fund,Q,Q,N,100.0,N,N,,CCD,N
Y,CCEC,Capital Clean Energy Carriers Corp. - Common Share,Q,Q,N,100.0,N,N,,CCEC,N
Y,CCEL,"Cryo-Cell International, Inc. Common Stock",A, ,N,100.0,N,,CCEL,CCEL,N
Y,CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,Q,Q,N,100.0,N,N,,CCEP,N
Y,CCG,Cheche Group Inc. - Class A Ordinary Shares,Q,S,N,100.0,N,D,,CCG,N
Y,CCGWW,Cheche Group Inc. - Warrant,Q,S,N,100.0,N,N,,CCGWW,N
Y,CCHH,CCH Holdings Ltd - Class A Ordinary Shares,Q,S,N,100.0,N,D,,CCHH,N
Y,CCI,Crown Castle Inc. Common Stock,N, ,N,100.0,N,,CCI,CCI,N
Y,CCID,Carlyle Credit Income Fund 7.375% Series D Term Preferred Shares due 2028,N, ,N,100.0,N,,CCID,CCID,N
Y,CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,N, ,N,100.0,N,,CCIF,CCIF,N
Y,CCII,Cohen Circle Acquisition Corp. II - Class A Ordinary Shares,Q,G,N,100.0,N,N,,CCII,N
Y,CCIIU,Cohen Circle Acquisition Corp. II - Unit,Q,G,N,100.0,N,N,,CCIIU,N
Y,CCIIW,Cohen Circle Acquisition Corp. II - Warrant,Q,G,N,100.0,N,N,,CCIIW,N
Y,CCIX,Churchill Capital Corp IX - Ordinary Shares,Q,G,N,100.0,N,N,,CCIX,N
Y,CCIXU,Churchill Capital Corp IX - Unit,Q,G,N,100.0,N,N,,CCIXU,N
Y,CCIXW,Churchill Capital Corp IX - Warrant,Q,G,N,100.0,N,N,,CCIXW,N
Y,CCJ,Cameco Corporation Common Stock,N, ,N,100.0,N,,CCJ,CCJ,N
Y,CCK,"Crown Holdings, Inc.",N, ,N,100.0,N,,CCK,CCK,N
Y,CCL,Carnival Corporation Ltd. Common Shares,N, ,N,100.0,N,,CCL,CCL,N
Y,CCLD,"CareCloud, Inc. - Common Stock",Q,G,N,100.0,N,N,,CCLD,N
Y,CCM,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),N, ,N,100.0,N,,CCM,CCM,N
Y,CCNE,CNB Financial Corporation - Common Stock,Q,Q,N,100.0,N,N,,CCNE,N
Y,CCNEP,"CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock",Q,Q,N,100.0,N,N,,CCNEP,N
Y,CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",N, ,N,100.0,N,,CCO,CCO,N
Y,CCOI,"Cogent Communications Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CCOI,N
Y,CCRN,"Cross Country Healthcare, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CCRN,N
Y,CCS,"Century Communities, Inc. Common Stock",N, ,N,100.0,N,,CCS,CCS,N
Y,CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CCSI,N
Y,CCTG,CCSC Technology International Holdings Limited - Class A Ordinary Shares,Q,S,N,100.0,N,D,,CCTG,N
Y,CCU,"Compania Cervecerias Unidas, S.A. Common Stock",N, ,N,100.0,N,,CCU,CCU,N
Y,CCXI,Churchill Capital Corp XI - Class A Ordinary Shares,Q,G,N,100.0,N,N,,CCXI,N
Y,CCXIU,Churchill Capital Corp XI - Units,Q,G,N,100.0,N,N,,CCXIU,N
Y,CCZ,Comcast Holdings ZONES,N, ,N,100.0,N,,CCZ,CCZ,N
Y,CD,Chaince Digital Holdings Inc. - American Ordinary Shares,Q,G,N,100.0,N,N,,CD,N
Y,CDE,"Coeur Mining, Inc. Common Stock",N, ,N,100.0,N,,CDE,CDE,N
Y,CDIO,Cardio Diagnostics Holdings Inc. - Common stock,Q,S,N,100.0,N,N,,CDIO,N
Y,CDIOW,Cardio Diagnostics Holdings Inc. - Warrant,Q,S,N,100.0,N,N,,CDIOW,N
Y,CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),N, ,N,100.0,N,,CDLR,CDLR,N
Y,CDLX,"Cardlytics, Inc. - Common Stock",Q,G,N,100.0,N,N,,CDLX,N
Y,CDNA,"CareDx, Inc. - Common Stock",Q,G,N,100.0,N,N,,CDNA,N
Y,CDNL,Cardinal Infrastructure Group Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,CDNL,N
Y,CDNS,"Cadence Design Systems, Inc. - Common Stock",Q,Q,N,40.0,N,N,,CDNS,N
Y,CDP,COPT Defense Properties Common Shares of Beneficial Interest,N, ,N,100.0,N,,CDP,CDP,N
Y,CDRE,"Cadre Holdings, Inc. Common Stock",N, ,N,100.0,N,,CDRE,CDRE,N
Y,CDRO,"Codere Online Luxembourg, S.A. - Ordinary Shares",Q,S,N,100.0,N,N,,CDRO,N
Y,CDROW,"Codere Online Luxembourg, S.A. - Warrants",Q,S,N,100.0,N,N,,CDROW,N
Y,CDT,CDT Equity Inc. - Common Stock,Q,S,N,100.0,N,E,,CDT,N
Y,CDTG,CDT Environmental Technology Investment Holdings Limited - ordinary shares,Q,S,N,100.0,N,N,,CDTG,N
Y,CDTTW,CDT Equity Inc. - Warrant,Q,S,N,100.0,N,E,,CDTTW,N
Y,CDW,CDW Corporation - Common Stock,Q,Q,N,100.0,N,N,,CDW,N
Y,CDXS,"Codexis, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CDXS,N
Y,CDZI,"Cadiz, Inc. - Common Stock",Q,G,N,100.0,N,N,,CDZI,N
Y,CDZIP,"Cadiz, Inc. - Depositary Shares",Q,G,N,100.0,N,N,,CDZIP,N
Y,CE,Celanese Corporation Common Stock,N, ,N,100.0,N,,CE,CE,N
Y,CECO,CECO Environmental Corp. - Common Stock,Q,Q,N,100.0,N,N,,CECO,N
Y,CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",N, ,N,100.0,N,,CEE,CEE,N
Y,CEG,Constellation Energy Corporation - Common Stock When-Issued,Q,Q,N,40.0,N,N,,CEG,N
Y,CELC,Celcuity Inc. - Common Stock,Q,S,N,100.0,N,N,,CELC,N
Y,CELH,"Celsius Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,CELH,N
Y,CELU,Celularity Inc. - Class A Common Stock,Q,S,N,100.0,N,H,,CELU,N
Y,CELUW,Celularity Inc. - Warrant,Q,S,N,100.0,N,H,,CELUW,N
Y,CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,CELZ,N
Y,CENN,Cenntro Inc. - Common Stock,Q,S,N,100.0,N,N,,CENN,N
Y,CENT,Central Garden & Pet Company - Common Stock,Q,Q,N,100.0,N,N,,CENT,N
Y,CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,Q,Q,N,100.0,N,N,,CENTA,N
Y,CENX,Century Aluminum Company - Common Stock,Q,Q,N,100.0,N,N,,CENX,N
Y,CEPF,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",Q,G,N,100.0,N,N,,CEPF,N
Y,CEPO,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",Q,G,N,100.0,N,N,,CEPO,N
Y,CEPS,"Cantor Equity Partners VI, Inc. - Class A Ordinary Shares",Q,G,N,100.0,N,N,,CEPS,N
Y,CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),N, ,N,100.0,N,,CEPU,CEPU,N
Y,CEPV,"Cantor Equity Partners V, Inc. - Class A Ordinary Shares",Q,G,N,100.0,N,N,,CEPV,N
Y,CERS,Cerus Corporation - Common Stock,Q,G,N,100.0,N,N,,CERS,N
Y,CERT,"Certara, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CERT,N
Y,CET,Central Securities Corporation Common Stock,A, ,N,100.0,N,,CET,CET,N
Y,CETX,Cemtrex Inc. - Common Stock,Q,S,N,100.0,N,N,,CETX,N
Y,CETY,"Clean Energy Technologies, Inc. - Common Stock",Q,S,N,100.0,N,E,,CETY,N
Y,CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,A, ,N,100.0,N,,CEV,CEV,N
Y,CEVA,"CEVA, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CEVA,N
Y,CF,"CF Industries Holdings, Inc. Common Stock",N, ,N,100.0,N,,CF,CF,N
Y,CFBK,CF Bankshares Inc. - Common Stock,Q,S,N,100.0,N,N,,CFBK,N
Y,CFFI,C&F Financial Corporation - Common Stock,Q,Q,N,100.0,N,N,,CFFI,N
Y,CFFN,"Capitol Federal Financial, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CFFN,N
Y,CFG,"Citizens Financial Group, Inc. Common Stock",N, ,N,100.0,N,,CFG,CFG,N
Y,CFND,C1 Fund Inc. Common Stock,N, ,N,100.0,N,,CFND,CFND,N
Y,CFR,"Cullen/Frost Bankers, Inc. Common Stock",N, ,N,100.0,N,,CFR,CFR,N
Y,CG,The Carlyle Group Inc. - Common Stock,Q,Q,N,100.0,N,N,,CG,N
Y,CGABL,The Carlyle Group Inc. - 4.625% Subordinated Notes due 2061,Q,Q,N,100.0,N,N,,CGABL,N
Y,CGAU,Centerra Gold Inc. Common Shares,N, ,N,100.0,N,,CGAU,CGAU,N
Y,CGBD,"Carlyle Secured Lending, Inc. - Closed End Fund",Q,Q,N,100.0,N,N,,CGBD,N
Y,CGC,Canopy Growth Corporation - Common Shares,Q,Q,N,100.0,N,N,,CGC,N
Y,CGCFU,Cartesian Growth Corporation IV - Units,Q,G,N,100.0,N,N,,CGCFU,N
Y,CGEM,"Cullinan Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CGEM,N
Y,CGEN,Compugen Ltd. - Ordinary Shares,Q,S,N,100.0,N,N,,CGEN,N
Y,CGNT,Cognyte Software Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,CGNT,N
Y,CGNX,Cognex Corporation - Common Stock,Q,Q,N,100.0,N,N,,CGNX,N
Y,CGO,Calamos Global Total Return Fund - Closed End Fund,Q,Q,N,100.0,N,N,,CGO,N
Y,CGON,"CG Oncology, Inc. - Common stock",Q,Q,N,100.0,N,N,,CGON,N
Y,CGTL,Creative Global Technology Holdings Limited - Class A Ordinary Shares,Q,S,N,100.0,N,D,,CGTL,N
Y,CGTX,"Cognition Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,CGTX,N
Y,CHA,"Chagee Holdings Limited - American Depositary Shares, each representing 1 Class A ordinary share",Q,Q,N,100.0,N,N,,CHA,N
Y,CHAI,"Core AI Holdings, Inc. - Common Shares",Q,S,N,100.0,N,N,,CHAI,N
Y,CHAR,Charlton Aria Acquisition Corporation - Class A Ordinary Shares,Q,G,N,100.0,N,N,,CHAR,N
Y,CHARU,Charlton Aria Acquisition Corporation - Units,Q,G,N,100.0,N,N,,CHARU,N
Y,CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",Q,S,N,100.0,N,N,,CHCI,N
Y,CHCO,City Holding Company - Common Stock,Q,Q,N,100.0,N,N,,CHCO,N
Y,CHCT,Community Healthcare Trust Incorporated Common Stock,N, ,N,100.0,N,,CHCT,CHCT,N
Y,CHD,"Church & Dwight Company, Inc. Common Stock",N, ,N,100.0,N,,CHD,CHD,N
Y,CHDN,"Churchill Downs, Incorporated - Common Stock",Q,Q,N,100.0,N,N,,CHDN,N
Y,CHE,Chemed Corp,N, ,N,40.0,N,,CHE,CHE,N
Y,CHEC,Chenghe Acquisition III Co. - Class A Ordinary Shares,Q,G,N,100.0,N,N,,CHEC,N
Y,CHECU,Chenghe Acquisition III Co. - Units,Q,G,N,100.0,N,N,,CHECU,N
Y,CHECW,Chenghe Acquisition III Co. - Warrants,Q,G,N,100.0,N,N,,CHECW,N
Y,CHEF,"The Chefs' Warehouse, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CHEF,N
Y,CHGG,"Chegg, Inc. Common Stock",N, ,N,100.0,N,,CHGG,CHGG,N
Y,CHH,"Choice Hotels International, Inc. Common Stock",N, ,N,100.0,N,,CHH,CHH,N
Y,CHI,Calamos Convertible Opportunities and Income Fund - Closed End Fund,Q,Q,N,100.0,N,N,,CHI,N
Y,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,CHKP,N
Y,CHMG,Chemung Financial Corp  - Common Stock,Q,Q,N,100.0,N,N,,CHMG,N
Y,CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,N, ,N,100.0,N,,CHMI,CHMI,N
Y,CHNR,"China Natural Resources, Inc. - Common Shares",Q,S,N,100.0,N,N,,CHNR,N
Y,CHOW,ChowChow Cloud International Holdings Limited Ordinary Shares,A, ,N,100.0,N,,CHOW,CHOW,N
Y,CHPG,ChampionsGate Acquisition Corporation - Class A Ordinary Share,Q,G,N,100.0,N,N,,CHPG,N
Y,CHPGU,ChampionsGate Acquisition Corporation - Unit,Q,G,N,100.0,N,N,,CHPGU,N
Y,CHPT,"ChargePoint Holdings, Inc. Common Stock",N, ,N,100.0,N,,CHPT,CHPT,N
Y,CHR,"Cheer Holding, Inc.  - Class A Ordinary Share",Q,S,N,100.0,N,N,,CHR,N
Y,CHRD,Chord Energy Corporation - Common Stock,Q,Q,N,100.0,N,N,,CHRD,N
Y,CHRN,ChronoScale Holdings Corporation - Common Stock,Q,S,N,100.0,N,N,,CHRN,N
Y,CHRS,"Coherus Oncology, Inc. - Common Stock",Q,G,N,100.0,N,N,,CHRS,N
Y,CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CHRW,N
Y,CHSCL,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4",Q,Q,N,100.0,N,N,,CHSCL,N
